1	41
1	468
1	573
1	1081
1	1204
1	1727
1	2310
3	949
3	1021
3	2515
3	3812
5	61
5	949
5	1021
5	2760
5	3314
5	6191
5	7719
5	7842
6	22
6	130
6	214
6	241
6	246
6	512
6	550
6	576
6	660
6	767
6	781
6	833
6	876
6	933
6	947
6	977
6	1024
6	1037
6	1075
6	1136
6	1215
6	1631
6	1704
6	1714
6	1790
6	1901
6	1923
6	1948
6	1969
6	2018
6	2188
6	2198
6	2232
6	2320
6	2356
6	2409
6	2498
6	2511
6	2523
6	2620
6	3345
6	3381
6	3396
6	3606
6	3900
6	3943
6	3988
6	4460
6	4658
6	4900
6	5085
6	5538
6	5695
6	6027
6	6082
6	6467
6	6481
6	6807
6	7245
6	7262
6	7440
6	7661
6	8492
6	8658
6	8969
6	9097
6	9241
6	9319
6	10110
6	11354
11	758
11	2501
11	2698
11	7124
11	7993
11	8432
16	21
16	7800
21	326
21	2509
22	123
22	130
22	181
22	214
22	241
22	314
22	353
22	466
22	576
22	620
22	660
22	707
22	767
22	781
22	833
22	876
22	941
22	1204
22	1215
22	1289
22	1456
22	1527
22	1547
22	1605
22	1643
22	1702
22	1704
22	1734
22	1735
22	1862
22	1902
22	1923
22	1969
22	2232
22	2356
22	2409
22	2457
22	2498
22	2509
22	2613
22	2750
22	2769
22	3160
22	3558
22	3595
22	3606
22	3674
22	3677
22	3732
22	3933
22	4434
22	4658
22	4861
22	5014
22	5122
22	5302
22	5503
22	5517
22	5538
22	5590
22	5885
22	5892
22	5940
22	5948
22	6082
22	6101
22	6288
22	6467
22	6774
22	6807
22	7262
22	7440
22	7519
22	7658
22	7800
22	7851
22	10231
24	299
24	416
24	2244
24	3040
24	3674
24	4256
24	4396
24	4497
24	4585
24	5752
24	6063
24	6637
24	9967
27	314
27	1975
36	4087
36	5517
41	573
41	1081
41	4210
47	5122
47	5947
49	2515
49	7074
54	102
54	2849
58	123
58	2186
58	2523
58	3060
58	9498
64	609
64	1702
64	3001
66	620
66	2232
66	4693
66	8045
77	662
77	1153
81	151
81	1075
81	1735
81	2361
81	3552
81	3608
81	3738
81	4070
81	4233
81	4521
81	7518
81	7661
81	9413
81	10120
83	410
83	4034
83	9412
83	9550
86	190
86	391
86	1643
86	2522
86	2540
86	3558
86	4861
86	9429
93	466
93	1165
93	1643
93	2458
93	3606
93	3732
93	4410
93	6288
102	1021
122	577
122	1024
122	1714
122	2522
122	3219
122	4715
122	5503
122	7245
123	1456
123	5418
123	8008
130	457
130	512
130	767
130	892
130	1456
130	1704
130	2511
130	3344
130	3588
130	3900
130	3995
130	4851
130	4977
130	6854
130	7262
130	8045
130	11354
151	1857
151	4497
151	4521
157	5517
157	6902
181	534
181	5590
190	876
190	1145
190	2540
190	4163
190	4313
190	4638
190	5495
190	5695
190	6030
190	8214
202	7245
202	8214
217	533
217	1835
235	1315
235	4070
235	8427
235	9143
241	660
241	1215
241	2409
241	3606
241	5085
241	7262
241	9875
246	2498
252	2094
252	3807
252	3983
252	6009
252	6471
263	609
263	2815
263	3649
263	4626
263	4860
263	5935
264	861
264	1701
270	941
270	8862
287	2244
287	3227
287	9967
287	10110
288	1430
288	1708
288	1774
288	1851
288	1986
288	3446
288	3733
288	3771
288	6471
288	7661
299	5735
314	326
314	1975
314	5202
335	6471
335	6613
338	527
338	3160
347	1332
350	443
350	3239
350	6011
353	913
353	1720
353	4163
358	2862
358	4885
359	497
359	2320
359	2453
359	5434
359	5532
359	6982
359	8232
410	1528
410	2408
410	7085
415	550
415	1154
415	4848
415	5101
415	7245
416	5735
443	1161
451	1631
451	5208
457	2453
457	3827
457	5771
457	6351
457	8232
462	1620
462	1923
462	5583
468	3677
480	1267
480	1851
480	3674
480	3772
480	5458
480	6168
480	6790
480	6976
480	7609
480	7661
480	8449
480	9412
480	10774
481	717
481	1708
481	1851
481	3738
481	7402
481	10031
491	2221
497	4210
508	2186
508	5202
526	3812
526	5947
533	5784
533	10337
534	4163
534	7200
534	9429
555	1069
555	4298
555	7958
555	8552
573	2310
576	1332
577	1643
577	2049
577	2409
577	3219
577	4715
577	6145
609	2613
609	3001
609	3649
609	9427
620	2232
620	2489
620	3933
646	6191
647	662
647	1153
660	1631
660	2049
660	2122
660	2356
660	2409
660	3228
665	819
665	2188
676	1851
676	2453
676	8432
689	1075
689	1851
689	2188
689	2202
689	4693
689	5136
689	6351
707	869
707	4861
717	928
717	2331
717	3040
717	4585
758	2503
758	7554
781	947
781	7262
781	8492
819	2188
839	3608
861	8999
869	9241
869	9794
876	1145
876	7519
899	3495
899	5698
913	4313
933	947
947	6481
949	1021
949	2221
949	2488
957	2221
968	2489
977	1923
977	6011
1021	2221
1024	11364
1037	3606
1037	5085
1049	3552
1049	5164
1049	6613
1049	7661
1049	8183
1069	5320
1069	6361
1075	1765
1081	1204
1081	2310
1136	2409
1145	2198
1145	4287
1145	5495
1145	5695
1145	7199
1145	11629
1153	6637
1154	2188
1154	5202
1165	4313
1165	4638
1187	6074
1187	9875
1191	4287
1191	5495
1191	5695
1191	8658
1204	5136
1267	1727
1267	2173
1267	2769
1267	6982
1280	1986
1280	4396
1289	7262
1315	5464
1332	4658
1360	3685
1360	8448
1360	9794
1380	4785
1427	4902
1427	6982
1430	1699
1430	1882
1430	2331
1430	6146
1430	6471
1430	7661
1493	1903
1493	3091
1493	6769
1493	6976
1527	3344
1528	2408
1528	7085
1547	3983
1605	2439
1605	4434
1605	5014
1620	1923
1631	1643
1631	2049
1631	4848
1631	5208
1643	4848
1643	4861
1645	2750
1645	5885
1699	1774
1699	3751
1699	3772
1699	5458
1699	6790
1699	7609
1701	3495
1701	5698
1704	3202
1704	3227
1704	7774
1708	1851
1708	1903
1708	8720
1720	5765
1734	2186
1735	6613
1735	9118
1744	3023
1765	2202
1765	3608
1765	4233
1765	4521
1765	4581
1765	9865
1774	2331
1774	3733
1774	6074
1774	7661
1790	3943
1791	2409
1791	2458
1791	3009
1791	5670
1791	7661
1851	1986
1851	2173
1851	6790
1851	8720
1862	2910
1862	5014
1882	2296
1882	2766
1882	3772
1882	6035
1882	9319
1901	2186
1901	3381
1901	3595
1902	5892
1902	6774
1903	6168
1903	6790
1903	7916
1917	9427
1923	5583
1923	6101
1948	5503
1975	5495
1975	9146
1986	7661
2018	3381
2049	3219
2049	4715
2049	6145
2051	3495
2051	4046
2094	6471
2094	7402
2094	7518
2122	9521
2198	5495
2198	5695
2198	6030
2202	4233
2202	4521
2202	4581
2202	5340
2202	5418
2202	6803
2202	9865
2221	2488
2244	2361
2296	3772
2296	8183
2300	2503
2300	10031
2304	4085
2304	10337
2320	5532
2331	4851
2331	6035
2331	6769
2331	8183
2333	4210
2333	5539
2333	6471
2333	8471
2356	3228
2356	3606
2408	7085
2409	3219
2409	3345
2409	3396
2409	3606
2409	4715
2439	4434
2439	5014
2439	5892
2439	6774
2453	2766
2457	3396
2489	3933
2498	6074
2501	7124
2523	5538
2554	5698
2554	5814
2593	5164
2613	2769
2613	4860
2613	5935
2750	3467
2750	4638
2760	3314
2766	3738
2766	6623
2766	7402
2769	8720
2849	4460
2862	3370
2910	3228
3009	10860
3023	5532
3060	3889
3091	5458
3202	5947
3227	4585
3239	7744
3370	5302
3396	3406
3396	5503
3408	4163
3408	4313
3408	5695
3408	6779
3446	4085
3446	6146
3467	4638
3495	3936
3495	5698
3558	7200
3606	5085
3606	7245
3606	7262
3608	4233
3608	4521
3608	5340
3608	5418
3608	6803
3608	9865
3649	6613
3674	7609
3685	8680
3685	9794
3738	7402
3751	6976
3771	4511
3807	6613
3812	4761
3827	6063
3889	5948
3900	4256
3936	4946
3983	4902
4034	5752
4070	5418
4085	6146
4085	8386
4088	6968
4088	7922
4088	10337
4163	4638
4233	4693
4233	9865
4287	5495
4287	6779
4298	4977
4313	4638
4313	6082
4460	5101
4460	5885
4460	8969
4581	4693
4581	6803
4581	9865
4585	9817
4626	4860
4693	5340
4693	5418
4693	6803
4761	8492
4785	6361
4854	6902
4854	7951
4900	5503
4946	5464
5101	5885
5101	5940
5101	8415
5136	6027
5164	6623
5340	9865
5418	9143
5434	7554
5458	6168
5503	6807
5503	8492
5517	6074
5695	7199
5698	5814
5752	9062
5765	8214
5771	6063
5784	10337
5885	8415
6009	7554
6351	8984
6361	8552
6613	9907
6790	6976
6803	9865
7518	9413
7554	11466
7835	7958
7958	8212
8552	9550
