35	286	10
35	412	3
35	1178	2
35	1906	1
35	3371	1
35	3378	5
35	3465	1
35	3534	1
35	3625	2
35	4267	1
35	4389	1
35	5013	3
35	5365	1
35	6550	9
35	6616	1
35	6636	2
35	7703	1
35	8011	11
35	8318	1
35	8905	1
35	9157	7
35	9242	1
35	9292	1
35	9404	12
35	9649	3
35	9734	21
35	9808	1
35	10045	1
35	11501	28
35	11514	2
35	11643	6
35	11716	1
35	13024	3
35	13154	1
35	14373	8
35	14444	2
35	14666	4
35	15436	3
35	15804	8
35	16045	1
35	16264	1
35	16381	2
35	16382	17
35	16385	1
35	16432	1
35	16464	5
35	17298	1
35	18413	1
35	18621	9
35	19193	12
35	19197	8
35	19200	1
35	19931	1
51	52	2
51	54	1
51	346	2
51	388	1
51	412	2
51	719	1
51	779	1
51	785	1
51	799	1
51	863	1
51	1275	1
51	1291	2
51	1396	1
51	2552	2
51	3198	1
51	3366	1
51	3465	2
51	3796	5
51	3837	1
51	3934	1
51	3987	1
51	4934	1
51	5196	2
51	5365	5
51	5416	2
51	6087	1
51	6231	1
51	6425	1
51	6575	3
51	6616	2
51	7103	1
51	7232	1
51	7703	5
51	7771	5
51	7872	1
51	8010	1
51	8543	2
51	8756	2
51	9010	2
51	9220	1
51	9242	1
51	9390	1
51	9649	3
51	9734	10
51	10171	1
51	10330	1
51	10333	3
51	10334	6
51	10561	1
51	11082	1
51	11100	1
51	11461	1
51	11501	43
51	11514	10
51	11643	2
51	12065	2
51	12449	5
51	12537	1
51	12704	1
51	13024	1
51	13036	1
51	13085	1
51	13829	2
51	13966	3
51	14132	1
51	14373	1
51	14444	2
51	14666	2
51	14940	3
51	15016	2
51	15504	1
51	15688	1
51	15778	1
51	15779	9
51	15804	3
51	15827	3
51	16045	1
51	16322	1
51	16439	1
51	18058	1
51	18078	1
51	18413	19
51	18486	1
51	18621	12
51	18979	1
51	19074	1
51	19490	1
51	19859	1
51	20051	1
51	20092	1
51	20329	5
51	20671	2
52	54	3
52	73	1
52	82	1
52	388	1
52	412	1
52	648	1
52	748	3
52	779	1
52	785	2
52	1500	1
52	1697	1
52	1851	1
52	2436	1
52	2581	6
52	3165	1
52	3319	1
52	3320	1
52	3352	1
52	3366	1
52	3378	1
52	3465	3
52	3537	2
52	3606	1
52	3613	7
52	3796	2
52	4110	1
52	4267	1
52	4715	1
52	5071	1
52	5072	1
52	5365	3
52	6080	1
52	6091	1
52	6195	1
52	6284	1
52	6297	1
52	6535	1
52	6575	2
52	6616	2
52	7703	1
52	7771	17
52	7875	1
52	8010	2
52	8522	8
52	8543	10
52	8756	2
52	9220	2
52	9395	1
52	9649	2
52	9734	12
52	10330	4
52	10333	7
52	10334	1
52	10567	1
52	10882	1
52	10933	2
52	10985	1
52	11501	52
52	11514	14
52	11643	6
52	12065	5
52	12534	1
52	13736	1
52	13886	2
52	13966	2
52	14132	5
52	14500	1
52	14666	1
52	14825	4
52	14940	1
52	15063	1
52	15341	4
52	15366	1
52	15466	1
52	15688	1
52	15775	1
52	15779	1
52	15804	8
52	16322	4
52	16432	1
52	16439	1
52	16648	3
52	17013	1
52	17298	1
52	18413	40
52	18443	1
52	18466	1
52	18486	1
52	18621	10
52	18979	1
52	19489	1
52	20045	9
52	20092	1
52	20254	1
54	1291	1
54	1777	1
54	1794	1
54	1813	1
54	2975	1
54	3165	1
54	3320	1
54	3465	1
54	3537	1
54	3911	1
54	5365	1
54	5416	1
54	6080	1
54	6208	1
54	6575	1
54	7771	1
54	8158	1
54	8543	8
54	9734	2
54	9801	1
54	10045	1
54	10330	1
54	10333	2
54	10334	2
54	10561	1
54	10933	1
54	11501	18
54	11514	5
54	11643	1
54	12211	1
54	13829	1
54	13966	1
54	14355	1
54	14825	1
54	15341	2
54	15354	1
54	15363	1
54	15779	1
54	15804	2
54	16661	1
54	16828	1
54	18413	13
54	18621	3
73	82	1
73	648	1
73	848	1
73	1004	1
73	2740	1
73	2955	1
73	3198	3
73	3355	1
73	3465	5
73	3934	2
73	4548	1
73	4725	1
73	4934	1
73	5071	2
73	5072	3
73	5084	1
73	5365	1
73	6195	1
73	6372	2
73	6616	1
73	6948	4
73	6951	4
73	7072	3
73	7103	2
73	7771	1
73	7874	2
73	7875	1
73	7877	1
73	7938	1
73	8158	1
73	8178	2
73	8301	1
73	9390	1
73	9649	1
73	9734	2
73	10883	2
73	11435	1
73	11501	23
73	11514	9
73	11828	1
73	12941	2
73	13024	1
73	13036	8
73	13085	1
73	13966	1
73	13984	1
73	14276	1
73	14373	1
73	14444	2
73	14666	5
73	14940	16
73	14975	1
73	15241	1
73	15341	1
73	15436	1
73	15466	1
73	15480	2
73	15504	1
73	15527	1
73	15553	1
73	15664	2
73	15973	1
73	16128	2
73	16355	1
73	16768	1
73	17539	2
73	17616	2
73	18413	2
73	18621	10
73	18953	1
73	20671	1
78	174	1
78	231	1
78	242	1
78	614	1
78	1004	1
78	1077	1
78	1500	1
78	1906	1
78	2305	1
78	2436	1
78	3165	2
78	3198	1
78	3355	3
78	3378	1
78	3465	2
78	3537	2
78	3726	1
78	3991	1
78	4001	1
78	4035	1
78	4259	1
78	4267	1
78	4934	1
78	5072	1
78	5365	1
78	5367	1
78	5847	1
78	6140	1
78	6208	1
78	6372	3
78	6616	1
78	6948	5
78	7872	3
78	7938	1
78	8178	1
78	8292	1
78	8301	3
78	8318	1
78	8320	1
78	8355	1
78	8356	1
78	9292	5
