41	18068	1
41	21312	3
41	22434	1
41	29686	2
41	41267	1
320	6208	1
320	19869	4
320	19886	2
320	21133	1
320	21439	4
320	23936	1
320	23958	4
320	26639	2
320	52432	2
320	61559	4
320	63250	4
320	63309	3
320	63673	2
1121	1547	2
1121	7179	2
1121	7408	5
1121	7857	1
1121	8513	2
1121	9408	3
1121	10640	3
1121	14385	2
1121	16042	1
1121	28492	1
1121	43226	4
1121	45783	1
1121	55102	1
1278	7408	1
1278	10640	1
1278	44755	1
1278	59674	1
1359	49065	4
1359	57648	1
1448	4943	7
1448	9827	6
1448	12211	6
1448	12736	6
1448	23405	1
1448	29715	6
1448	31145	7
1448	34264	6
1448	36535	6
1448	39851	6
1448	43378	5
1448	49066	7
1448	55283	7
1448	56612	7
1448	58794	7
1448	66588	1
1526	2866	1
1526	10029	7
1526	10204	9
1526	12245	1
1526	14475	9
1526	20124	9
1526	38844	6
1526	41083	5
1526	46491	9
1526	48946	1
1526	53120	3
1526	57020	8
1526	59418	9
1526	63295	6
1526	63505	6
1526	63987	9
1542	14113	4
1542	20023	10
1542	22272	1
1542	29374	10
1542	29378	10
1542	31873	8
1542	37145	6
1542	38094	8
1542	42914	8
1542	45801	8
1542	50839	9
1542	58181	1
1542	60069	8
1542	62633	4
1542	63099	2
1542	63505	2
1542	64256	1
1547	7408	1
1547	8513	1
1547	10640	1
1547	14385	2
1547	14705	1
1547	16042	1
1547	19442	1
1547	28492	2
1547	42247	1
1547	45783	1
1547	49806	1
1547	63431	1
1552	34930	2
1552	35006	2
1552	38326	2
1581	31035	2
1581	35752	4
1675	15891	2
1675	50803	1
1675	54300	2
1727	3955	1
1727	6756	1
1727	11326	2
1727	19869	2
1727	21133	2
1727	23936	1
1727	26639	1
1727	39703	2
1727	45027	1
1727	52436	1
1727	52451	1
1727	56674	2
1727	61308	1
1933	3955	3
1933	7722	2
1933	19862	2
1933	19886	1
1933	21439	1
1933	52432	1
1933	52451	3
1933	63250	1
1989	3955	1
1989	6761	2
1989	11326	1
1989	19886	1
1989	23936	1
1989	25146	1
1989	32667	3
1989	37234	3
1989	41255	3
1989	45027	1
1989	52436	1
1989	61077	3
1989	63250	1
2050	14449	4
2050	20310	3
2050	33560	5
2050	34012	1
2050	62064	1
2050	65336	1
2050	65653	1
2150	12372	5
2150	18511	1
2150	30852	5
2150	33853	5
2150	50064	5
2174	29595	2
2174	50064	1
2357	14705	1
2357	40622	1
2388	16978	1
2388	24244	2
2388	41015	1
2388	45783	1
2520	14385	1
2520	18322	3
2520	30937	3
2520	42824	2
2520	60011	1
2520	60497	1
2520	61069	2
2656	16042	1
2656	16122	1
2656	20310	1
2656	32974	1
2656	42984	5
2656	65653	1
2695	39128	7
2695	54857	8
2831	5615	5
2831	7441	5
2831	30249	5
2831	34164	5
2831	53065	5
2831	58181	5
2831	60484	5
2831	63505	3
2866	10204	3
2866	12245	1
2866	14475	1
2866	20124	1
2866	33737	1
2866	38844	1
2866	41083	1
2866	46491	4
2866	57020	1
2866	59418	3
2866	63295	1
2866	63987	1
2885	8280	2
2885	8391	1
2885	14806	1
2885	15809	1
2885	16978	1
2885	22086	4
2885	24244	1
2885	25715	1
2885	27583	1
2885	30072	1
2885	35312	1
2885	44644	1
2885	48020	1
2885	48135	1
2885	63052	1
2923	37033	1
2923	46628	1
3008	5258	6
3008	6443	6
3008	12245	4
3008	16154	6
3008	16461	6
3008	21004	6
3008	23180	6
3008	23804	6
3008	40624	6
3008	43006	6
3008	53120	6
3008	56026	6
3008	57020	6
3008	57237	5
3008	63984	6
3012	7501	1
3012	34012	1
3012	44157	1
3012	46410	1
3012	49365	1
3012	53467	1
3012	59353	2
3012	65340	1
3092	36849	1
3423	8391	1
3423	46051	2
3423	50839	2
3423	55365	1
3423	60396	1
3559	5443	1
3559	9895	4
3559	13745	4
3559	20121	2
3559	25684	1
3559	28838	1
3559	37115	2
3559	45758	1
3559	51218	4
3559	65865	2
3864	4949	2
3864	6019	4
3864	7408	1
3864	7499	1
3864	8391	1
3864	8447	1
3864	8513	1
3864	14385	6
3864	14647	1
3864	14705	1
3864	15372	1
3864	16042	1
3864	16426	1
3864	17085	3
3864	18331	1
3864	19442	1
3864	21185	2
3864	27722	1
3864	28298	1
3864	28331	3
3864	28577	5
3864	35204	2
3864	35533	5
3864	36849	3
3864	39880	2
3864	42247	2
3864	42355	1
3864	43223	1
3864	44956	1
3864	48636	7
3864	49675	1
3864	56882	15
3864	60497	3
3864	62898	6
3864	63431	1
3864	63773	6
3864	66093	1
3885	12101	3
3885	17701	2
3885	34985	1
3885	42489	2
3885	53565	1
3897	20824	1
3897	41173	2
3955	7722	2
3955	11326	1
3955	19862	2
3955	19869	1
3955	39703	1
3955	45027	2
3955	52436	3
3955	52451	3
3955	56674	1
4179	4945	3
4179	5540	5
4179	10211	2
4179	11209	2
4179	11717	5
4179	15309	2
4179	16122	7
4179	17172	5
4179	18459	1
4179	19514	2
4179	25876	1
4179	29686	1
4179	30365	1
4179	31434	1
4179	33397	1
4179	37433	3
4179	42600	3
4179	49070	1
4179	54324	4
4179	57648	1
4179	59589	4
4219	14806	1
4219	22086	1
4219	24244	3
4330	21153	1
4330	30930	2
4330	60780	2
4330	64686	1
4342	5971	1
4342	60911	1
4503	18322	1
4503	40645	3
4503	42824	1
4503	48925	2
4503	53298	1
4503	59803	4
4503	60011	2
4768	6066	1
4768	10744	3
4768	31143	3
4768	48995	2
4943	9827	6
4943	12211	6
4943	12736	6
4943	23405	1
4943	29715	6
4943	31145	7
4943	34264	6
4943	36535	6
4943	39851	6
4943	43378	5
4943	49066	7
4943	55283	7
4943	56612	7
4943	58794	7
4943	66588	1
4945	5540	1
4945	11717	2
4945	16122	4
4945	17172	5
4945	19514	1
4945	30144	1
4945	33397	1
4945	36659	3
4945	37433	2
4945	42600	3
4945	49070	2
4945	59589	3
4949	6019	3
4949	8513	1
4949	11759	2
4949	14385	1
4949	14820	1
4949	16042	1
4949	19442	1
4949	21185	4
4949	28577	1
4949	42355	1
4949	46968	1
4949	48159	1
4949	48636	2
4949	56882	1
4949	62898	1
4949	63773	2
5159	5288	3
5159	5471	3
5159	12949	3
5159	13332	3
5159	14711	5
5159	22272	3
5159	23503	3
5159	29319	1
5159	36464	5
5159	36847	1
5159	37382	5
5159	38059	3
5159	38094	3
5159	40576	3
5159	42882	3
5159	53051	4
5159	56127	3
5159	62032	3
5159	63505	2
5159	64256	3
5258	6443	6
5258	12245	4
5258	16154	6
5258	16461	6
5258	21004	6
5258	23180	6
5258	23804	6
5258	40624	6
5258	43006	6
5258	53120	6
5258	56026	6
5258	57020	6
5258	57237	5
5258	63984	6
5288	5471	7
5288	9989	1
5288	12949	3
5288	13332	7
5288	14711	3
5288	14829	1
5288	16956	1
5288	21630	1
5288	22272	5
5288	23503	10
5288	29319	3
5288	31759	1
5288	33596	1
5288	33737	2
5288	34155	2
5288	36464	3
5288	37382	3
5288	37666	2
5288	38059	7
5288	38094	5
5288	39430	1
5288	40576	8
5288	41073	1
5288	42882	10
5288	45787	1
5288	53051	10
5288	56127	10
5288	62032	7
5288	63505	1
5288	64256	10
5426	5452	5
5426	28444	4
5426	56169	3
5426	63505	1
5437	23182	2
5437	27035	9
5437	31700	2
5443	9895	1
5443	13745	1
5443	20121	8
5443	25684	7
5443	28838	1
5443	30474	1
5443	31583	1
5443	37115	2
5443	45758	8
5443	51218	1
5443	51590	2
5443	65865	8
5452	28444	4
5452	56169	3
5452	63505	1
5471	9989	1
5471	12949	3
5471	13332	6
5471	14711	3
5471	14829	1
5471	16956	1
5471	21630	1
5471	22272	5
5471	23503	7
5471	29319	1
5471	31759	1
5471	33596	1
5471	33737	3
5471	34155	4
5471	36464	3
5471	37382	3
5471	37666	4
5471	38059	7
5471	38094	5
5471	39430	1
5471	40576	7
5471	41073	1
5471	42882	7
5471	45787	1
5471	53051	7
5471	56127	7
5471	62032	7
5471	64256	7
5533	11879	1
5533	44545	3
5533	48263	2
5533	63050	5
5540	11717	2
5540	15309	2
5540	16122	2
5540	17172	2
5540	37433	1
5540	42600	2
5540	54324	2
5540	59589	2
5615	7441	5
5615	30249	5
5615	34164	4
5615	53065	5
5615	58181	6
5615	60484	7
5615	63505	3
5713	14647	1
5713	37033	5
5874	7270	4
5874	12101	1
5874	17701	1
5874	26554	1
5874	29002	1
5874	30624	1
5874	34985	1
5874	42489	3
5971	46563	1
5971	60911	3
6019	11759	1
6019	14385	1
6019	21185	3
6019	28577	2
6019	34424	1
6019	35204	1
6019	36849	1
6019	42247	1
6019	42355	1
6019	48636	3
6019	56882	3
6019	62898	3
6019	63773	3
6066	11742	1
6066	31143	1
6208	6761	3
6208	19869	1
6208	21133	1
6208	21439	1
6208	25146	1
6208	38445	3
6208	39703	1
6208	41255	2
6208	61559	1
6305	51889	8
6305	54963	8
6305	56180	6
6305	57501	8
6305	58248	3
6443	12245	4
6443	16154	6
6443	16461	6
6443	21004	6
6443	23180	6
6443	23804	6
6443	40624	6
6443	43006	6
6443	53120	6
6443	56026	6
6443	57020	6
6443	57237	5
6443	63984	6
6499	7501	1
6499	14891	1
6499	34012	1
6499	56702	1
6756	11326	1
6756	19869	2
6756	23936	2
6756	29551	5
6756	38240	6
6756	39140	5
6756	63501	6
6756	63673	1
6761	32667	2
6761	37234	2
6761	38445	3
6761	41255	4
6761	47682	1
6761	61077	2
6835	6844	5
6835	12311	2
6835	16604	2
6835	31118	10
6835	33174	3
6835	37179	2
6835	49411	1
6844	11225	3
6844	12311	4
6844	31118	4
6844	33174	6
6844	58854	2
6844	60911	1
6844	62119	1
7114	21250	1
7114	58525	1
7156	14083	19
7156	39020	5
7156	41211	12
7156	47429	5
7156	49259	16
7156	49427	1
7156	58965	6
7156	59253	4
7179	7408	2
7179	9408	2
7179	10640	2
7179	21250	3
7179	25447	3
7179	43226	2
7179	58525	1
7270	11742	1
7270	29002	1
7270	34985	2
7270	41095	1
7270	42489	4
7408	7857	1
7408	8447	1
7408	8513	10
7408	9408	5
7408	10640	6
7408	14385	9
7408	15372	6
7408	16042	1
7408	21063	4
7408	27305	1
7408	36819	1
7408	42185	1
7408	43226	4
7408	44755	2
7408	48636	1
7408	48732	1
7408	55102	6
7408	56788	4
7408	60414	2
7408	63431	1
7441	30249	5
7441	34164	4
7441	53065	5
7441	58181	5
7441	60484	5
7441	63505	3
7499	8447	3
7499	15351	1
7499	16426	1
7499	27722	1
7499	28298	4
7499	36849	7
7499	53377	5
7499	56882	1
7501	11229	1
7501	12050	1
7501	30072	1
7501	34012	5
7501	49149	1
7501	49365	1
7501	56702	2
7694	8926	5
7694	19659	5
7694	25574	5
7694	25985	5
7694	26150	5
7694	48480	5
7694	50205	1
7694	51076	5
7694	54755	5
7694	62654	5
7722	19862	1
7722	19886	1
7722	52451	2
7722	63309	3
7857	8513	1
7857	9408	1
7857	9921	1
7857	14385	1
7857	16978	1
7857	21063	2
7857	24244	1
7857	30072	1
7857	38782	1
7857	43226	1
7857	45783	1
7857	47126	1
7857	49149	1
7857	49806	3
7857	49931	1
7857	53371	1
7857	63431	2
7888	19862	1
7888	47682	2
7888	47719	4
8003	65218	1
8066	41154	1
8066	49806	1
8280	8391	1
8280	15809	2
8280	16978	2
8280	22086	4
8280	24244	1
8280	25715	1
8280	27583	1
8280	35897	1
8280	44797	1
8280	48135	2
8320	22182	3
8391	13530	2
8391	15809	1
8391	16426	1
8391	22086	1
8391	24041	2
8391	24244	1
8391	35533	1
8391	46051	1
8391	48900	2
8391	53377	1
8391	56882	3
8391	60396	1
8411	16511	1
8411	18511	2
8411	35269	1
8411	35877	1
8411	43292	1
8411	46666	2
8447	10268	1
8447	14385	1
8447	16426	1
8447	27722	1
8447	28298	3
8447	36849	3
8447	42185	1
8447	48732	1
8447	53377	2
8447	56882	1
8447	57690	1
8505	36636	1
8505	36849	1
8505	49668	2
8505	60841	2
8513	9408	3
8513	10640	2
8513	11759	1
8513	14385	10
8513	14705	3
8513	14820	1
8513	15372	7
8513	16042	1
8513	16511	1
8513	19442	3
8513	21185	1
8513	35204	1
8513	36819	3
8513	37435	2
8513	42247	2
8513	43226	2
8513	46314	2
8513	48636	1
8513	55102	7
8513	60414	1
8896	11759	3
8896	20690	1
8896	30937	5
8896	61069	6
8926	19659	6
8926	25574	6
8926	25985	5
8926	26150	6
8926	48480	6
8926	51076	6
8926	54755	6
8926	62654	6
9085	16604	6
9085	38560	4
9155	13065	5
9155	20022	5
9155	26149	5
9155	35006	4
9155	38164	5
9155	38504	5
9155	48034	5
9155	54438	5
9408	10640	3
9408	14385	2
9408	15372	1
9408	36819	1
9408	43226	4
9408	55102	1
9483	15972	1
9483	17237	1
9483	19747	3
9483	48583	2
9483	63052	2
9827	12211	6
9827	12736	6
9827	29715	6
9827	31145	6
9827	34264	6
9827	36535	6
9827	39851	6
9827	43378	5
9827	49066	6
9827	55283	6
9827	56612	6
9827	58794	6
9835	14376	1
9835	14385	1
9835	17085	2
9835	28492	1
9835	28750	2
9835	31700	2
9835	39880	2
9835	59104	1
9895	13745	5
9895	20121	2
