id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Documents>	weight<Citations>	weight<Norm. citations>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
41	a blumle	-0.6233	-0.5026	26	5	8	6	80	3.4502	2010.8333	13.3333	0.575
320	a mottrie	0.9964	-1.1052	5	13	34	6	1400	28.3195	2014.6667	233.3333	4.7199
1121	adrienne stevens	-0.1671	0.1594	3	13	28	6	102	18.3612	2017.8333	17	3.0602
1278	ahmed m abousetta	-0.1846	0.0838	3	4	4	5	82	5.0005	2018.6	16.4	1.0001
1359	aileen clarke	-0.6184	0.3566	8	2	5	5	142	3.89	2013.2	28.4	0.778
1448	ajoke sobanjoter meulen	0.9023	-0.0131	14	16	91	7	439	24.0932	2016.8571	62.7143	3.4419
1526	alaa awadalla	1.0975	0.2703	22	16	98	9	188	4.5251	2011.7778	20.8889	0.5028
1542	alain gagnon	0.6517	0.7109	21	17	100	10	463	11.1959	2012.7	46.3	1.1196
1547	alain mayhew	-0.1567	0.1017	3	13	16	5	134	8.7752	2014.8	26.8	1.755
1552	alain saraux	0.0197	-0.3618	2	3	6	6	39	3.6743	2018	6.5	0.6124
1581	alan d kaye	-0.8185	-0.0275	24	2	6	5	45	4.573	2017.4	9	0.9146
1675	alba dicenso	0.0852	-0.143	2	3	5	5	471	6.3652	2006.8	94.2	1.273
1727	alberto briganti	0.9279	-0.994	5	13	18	7	482	21.5822	2017.2857	68.8571	3.0832
1933	alessandro antonelli	1.0344	-0.9702	5	8	14	5	37	12.0583	2019.6	7.4	2.4117
1989	alessandro volpe	0.8877	-0.9406	5	13	22	5	2421	45.5308	2016.8	484.2	9.1062
2050	alex j sutton	-0.4636	-0.1422	1	7	16	10	2843	30.2554	2005.8	284.3	3.0255
2150	alexander j stratigos	0.0317	0.739	18	5	21	6	737	41.3464	2015.5	122.8333	6.8911
2174	alexander nast	-0.0102	0.7064	18	2	3	5	328	8.7951	2013	65.6	1.759
2357	alexis f turgeon	-0.5573	0.4342	17	2	2	5	52	2.5722	2017	10.4	0.5144
2388	alfonso iorio	-0.1536	-0.124	4	4	5	5	97	1.554	2015.2	19.4	0.3108
2520	alice h lichtenstein	0.0728	0.3597	6	7	13	5	220	6.4472	2012.4	44	1.2894
2656	alison eastwood	-0.4976	-0.1003	1	6	10	8	399	5.6502	2015.875	49.875	0.7063
2695	alison mary kemp	-0.4596	0.4716	8	2	15	8	741	12.091	2011.125	92.625	1.5114
2831	allison case	1.1715	0.6302	27	8	38	6	391	8.0082	2013.1667	65.1667	1.3347
2866	ally murji	1.122	0.4126	22	13	20	5	314	12.2228	2017.4	62.8	2.4446
2885	alonso carrascolabra	-0.1349	-0.2313	4	15	19	6	404	15.1253	2015.8333	67.3333	2.5209
2923	alvaro nagib atallah	0.4624	-0.4771	19	2	2	6	70	2.733	2011.6667	11.6667	0.4555
3008	amanda black	1.483	0.4688	15	15	87	6	82	3.0719	2015.3333	13.6667	0.512
3012	amanda burls	-0.5353	0.0266	1	8	9	7	1094	19.5989	2011.8571	156.2857	2.7998
3092	amanda s newton	0.3087	0.0961	9	1	1	5	79	3.1568	2015.6	15.8	0.6314
3423	amy metcalfe	0.3616	0.2025	9	5	7	5	186	7.6141	2016.8	37.2	1.5228
3559	ana luiza cabrera martimbianco	-0.4589	-0.4914	16	10	22	5	21	6.2293	2019.2	4.2	1.2459
3864	andrea c tricco	0.06	0.0321	3	37	96	28	900	39.3704	2016.75	32.1429	1.4061
3885	andrea d furlan	0.1453	-0.255	2	5	9	7	2823	20.2782	2007.4286	403.2857	2.8969
3897	andrea eisen	0.3531	-0.0583	13	2	3	5	151	8.662	2016.2	30.2	1.7324
3955	andrea minervini	0.9727	-0.9702	5	12	21	6	25	9.8468	2019.5	4.1667	1.6411
4179	andrew booth	-0.69	0.193	10	21	55	29	949	39.8796	2015	32.7241	1.3752
4219	andrew d oxman	-0.1421	-0.1674	4	3	5	6	198	2.6777	2006.6667	33	0.4463
4330	andrew loblaw	0.4737	-0.0766	13	4	6	5	150	7.9969	2016.8	30	1.5994
4342	andrew m t l choong	-0.72	0.817	8	2	2	5	33	3.3637	2016.6	6.6	0.6727
4503	aneesa motala	0.0703	0.2497	6	7	14	6	78	4.2336	2017.3333	13	0.7056
4768	anita gross	0.1853	-0.1363	2	4	9	5	76	1.3185	2006.6	15.2	0.2637
4943	anna c seale	0.9048	-0.1118	14	16	91	7	439	24.0932	2016.8571	62.7143	3.4419
4945	anna cantrell	-0.7731	0.2051	10	13	31	11	140	6.7383	2016.6364	12.7273	0.6126
4949	anna chaimani	-0.0501	0.1737	3	17	26	6	250	9.6795	2016.1667	41.6667	1.6133
5159	anne biringer	0.968	0.6322	7	20	62	5	389	1.898	2007.4	77.8	0.3796
5258	anne marie whelan	1.4373	0.3639	15	15	87	6	82	3.0719	2015.3333	13.6667	0.512
5288	anne roggensack	1.011	0.754	7	31	130	10	504	11.0921	2011.5	50.4	1.1092
5426	annette epp	0.6073	0.1369	13	4	13	5	211	4.5186	2013.2	42.2	0.9037
5437	annette m oconnor	-0.34	0.3765	3	3	13	9	145	6.0568	2015.5556	16.1111	0.673
5443	annette prussustun	-0.4539	-0.3779	16	13	42	10	409	28.7544	2017.9	40.9	2.8754
5452	annick larochelle	0.6181	0.1571	13	4	13	5	211	4.5186	2013.2	42.2	0.9037
5471	annie ouellet	0.903	0.7507	7	30	115	9	536	11.3803	2011.2222	59.5556	1.2645
5533	anshit goyal	-0.662	-0.1226	24	4	11	6	38	6.0867	2019	6.3333	1.0144
5540	anthea sutton	-0.7414	0.1923	10	10	21	8	288	13.2393	2015	36	1.6549
5615	anthony p cheung	1.1716	0.6655	27	8	40	7	429	8.2096	2012.8571	61.2857	1.1728
5713	antonia jelicic kadic	0.4325	-0.4283	19	2	6	5	33	2.3084	2018.4	6.6	0.4617
5874	antti malmivaara	0.0871	-0.239	2	8	13	8	1946	14.9423	2004	243.25	1.8678
5971	ara darzi	-0.7113	0.829	8	3	5	6	493	8.6842	2011.8333	82.1667	1.4474
6019	areti angeliki veroniki	-0.0388	0.2062	3	15	31	6	210	10.9594	2017	35	1.8266
6066	arianne p verhagen	0.1831	-0.1672	2	3	3	5	293	3.3366	2008.2	58.6	0.6673
6208	arnulf stenzl	0.8934	-0.9738	5	10	15	6	1077	17.3178	2013	179.5	2.8863
6305	arun v ravindran	0.6009	0.3326	9	5	33	9	1504	20.6621	2010.4444	167.1111	2.2958
6443	ashley waddington	1.5011	0.4156	15	15	87	6	82	3.0719	2015.3333	13.6667	0.512
6499	asma khalil	-0.5644	-0.0876	1	4	4	5	69	4.3817	2017	13.8	0.8763
6756	axel heidenreich	0.7602	-0.7222	30	9	29	9	7020	103.7719	2010.6667	780	11.5302
6761	axel s merseburger	0.8758	-0.9155	5	8	19	6	1088	23.7228	2013.6667	181.3333	3.9538
6835	azeem majeed	-0.5224	0.619	8	7	25	12	1279	26.1512	2013.4167	106.5833	2.1793
6844	aziz sheikh	-0.5845	0.6414	8	8	26	16	1745	37.7346	2013.5625	109.0625	2.3584
7114	barbara buchberger	-0.0871	0.2228	6	2	2	6	54	1.4705	2014.6667	9	0.2451
7156	barbara kitchenham	-1.3901	-0.1417	12	8	68	26	3899	47.5435	2009.6154	149.9615	1.8286
7179	barbara nussbaumerstreit	-0.1201	0.2402	6	8	17	5	19	12.1002	2019.2	3.8	2.42
7270	bart w koes	0.1244	-0.2217	2	6	13	12	2049	20.0474	2008.0833	170.75	1.6706
7408	becky skidmore	-0.1355	0.138	3	25	77	25	262	31.7836	2017.72	10.48	1.2713
7441	belina carranzamamane	1.1616	0.5958	27	8	37	5	381	7.4422	2012.4	76.2	1.4884
7499	ben vandermeer	0.197	0.1326	9	9	24	8	115	7.2884	2018.25	14.375	0.9111
7501	ben willem j mol	-0.54	-0.0571	1	9	14	9	460	11.1434	2015.3333	51.1111	1.2382
7694	bernard burnand	-1.1701	1.138	23	10	46	8	293	2.7357	2008.5	36.625	0.342
7722	bernardo rocco	1.023	-0.9895	5	6	11	5	50	6.1464	2018.6	10	1.2293
7857	beverley shea	-0.0947	-0.059	2	19	23	6	134	5.1715	2014.3333	22.3333	0.8619
7888	bhaskar k somani	0.9796	-0.8888	5	3	7	9	119	6.8761	2017.8889	13.2222	0.764
8003	bin wang	-0.8846	-0.4367	11	1	1	5	6	0.6685	2018	1.2	0.1337
8066	birte snilstveit	-0.2406	-0.1434	1	2	2	5	207	5.5157	2015.4	41.4	1.1031
8280	bradley c johnston	-0.1233	-0.264	4	11	18	5	120	3.7482	2016.2	24	0.7496
8320	brandon a kohrt	-0.4049	-0.0255	1	1	3	5	49	15.8433	2018.4	9.8	3.1687
8391	brenda r hemmelgarn	0.2012	0.0445	9	16	21	8	353	11.2398	2016.375	44.125	1.405
8411	brendon stubbs	-0.0203	0.4856	18	6	8	7	419	25.4916	2016.7143	59.8571	3.6417
8447	brett d thombs	-0.0129	0.0822	9	14	21	6	160	6.9715	2017.6667	26.6667	1.1619
8505	brian h rowe	0.3918	0.2983	9	4	6	9	474	4.3667	2005.1111	52.6667	0.4852
8513	brian hutton	-0.1854	0.2589	3	26	70	20	861	26.7546	2016.15	43.05	1.3377
8896	byron c wallace	0.0393	0.3367	6	4	15	8	432	11.8412	2013.875	54	1.4802
8926	c arditi	-1.1934	1.1775	23	9	52	6	201	1.6669	2009	33.5	0.2778
9085	c lam	-0.5341	0.7789	8	2	10	6	6	3.2175	2019.8333	1	0.5363
9155	c paul	0.0725	-0.7967	25	8	39	7	198	3.5711	2012.4286	28.2857	0.5102
9408	candyce hamel	-0.1889	0.2225	3	11	26	6	23	13.7519	2019.8333	3.8333	2.292
9483	carl may	-0.3373	-0.0847	4	5	9	5	219	5.9215	2013.8	43.8	1.1843
9827	carol j baker	1.0313	-0.0939	14	14	83	6	389	22.0191	2017	64.8333	3.6699
9835	carol lefebvre	-0.2821	0.2304	3	8	12	5	1065	29.811	2007	213	5.9622
9895	carolina de oliveira cruz latorraca	-0.4372	-0.5118	16	10	24	5	33	7.2615	2018.8	6.6	1.4523
9921	caroline b terwee	-0.0256	-0.2039	2	14	25	6	476	30.6258	2014.8333	79.3333	5.1043
9989	caroline paquet	1.0191	0.974	7	22	64	6	234	4.6155	2012.6667	39	0.7693
10029	carolyn best	1.1614	0.3638	22	13	81	8	143	3.4933	2011.75	17.875	0.4367
10127	cassia baldini soares	0.3439	-0.4732	19	1	1	5	992	32.9339	2012.6	198.4	6.5868
10204	catherine allaire	1.1079	0.3692	22	16	103	11	465	14.2192	2012.7273	42.2727	1.2927
10211	catherine beverley	-0.796	0.2457	10	2	3	6	263	2.6282	2004.6667	43.8333	0.438
10268	catherine hewitt	-0.3251	0.1424	17	6	9	5	242	9.0904	2016.2	48.4	1.8181
10457	cecily begley	-0.5981	-0.0544	1	2	4	5	89	1.1551	2015	17.8	0.231
10496	celine bouchard	0.9487	0.9816	7	11	40	6	166	3.9181	2014.1667	27.6667	0.653
10640	chantelle garritty	-0.1927	0.1662	3	14	28	7	87	15.3786	2018	12.4286	2.1969
10652	chao zhang	-0.8431	-0.586	11	1	1	6	54	5.1896	2016.3333	9	0.8649
10744	charles h goldsmith	0.1916	-0.0799	2	7	11	6	93	1.2151	2007	15.5	0.2025
11209	chris cooper	-0.5261	0.2769	8	6	10	7	185	9.392	2016.2857	26.4286	1.3417
11225	chris griffiths	-0.5954	0.5841	8	4	9	5	169	7.8106	2016.4	33.8	1.5621
11229	chris hyde	-0.5598	0.1301	1	8	18	15	954	14.8961	2008.6	63.6	0.9931
11326	christian g stief	0.9348	-0.9623	5	10	11	7	382	12.887	2014.4286	54.5714	1.841
11660	christoph u correll	-0.0896	-0.3071	2	1	1	5	228	9.4275	2015.4	45.6	1.8855
11717	christopher carroll	-0.7277	0.2404	10	10	24	11	487	11.6331	2012.9091	44.2727	1.0576
11742	christopher g maher	0.1957	-0.1986	2	4	7	13	441	21.258	2015.0769	33.9231	1.6352
11759	christopher h schmid	-0.0375	0.303	6	12	21	7	510	8.0928	2012.4286	72.8571	1.1561
11772	christopher j cates	-0.4493	-0.0799	1	1	1	6	330	3.0455	2010.3333	55	0.5076
11879	christopher s graffeo	-0.6978	-0.1273	24	2	4	5	19	5.5175	2019.8	3.8	1.1035
12050	cindy farquhar	-0.5648	-0.0433	1	2	2	8	3121	13.8979	2010.75	390.125	1.7372
12062	cindy stern	0.3822	-0.4932	19	4	7	7	609	54.0268	2017.4286	87	7.7181
12086	claes wohlin	-1.623	-0.161	12	4	16	14	2687	61.5752	2015.7143	191.9286	4.3982
12101	claire bombardier	0.1389	-0.2914	2	15	20	10	4034	30.968	2007.4	403.4	3.0968
12162	claire stansfield	-0.4811	0.3707	8	5	10	8	120	3.4788	2014.25	15	0.4349
12211	clare l cutland	0.9911	-0.0196	14	14	83	6	389	22.0191	2017	64.8333	3.6699
12245	claude fortin	1.3832	0.3802	15	26	72	5	69	2.3076	2015	13.8	0.4615
12311	claudia pagliari	-0.5483	0.6676	8	4	11	8	1163	20.9155	2014.125	145.375	2.6144
12372	claus garbe	0.0165	0.7876	18	4	20	5	707	40.102	2015.4	141.4	8.0204
12440	clive e adams	-0.4351	0.3049	10	4	7	7	224	6.6242	2011.2857	32	0.9463
12488	colin p bradley	-0.1201	0.4578	3	2	6	7	51	3.2981	2016.1429	7.2857	0.4712
12679	corrado barbui	-0.4236	0.004	1	2	2	6	217	13.5564	2014	36.1667	2.2594
12726	craig a umscheid	0.1502	0.2158	6	12	23	11	442	13.8939	2014.9091	40.1818	1.2631
12736	craig e rubens	1.0004	-0.1263	14	14	83	7	437	22.6404	2016	62.4286	3.2343
12743	craig i coleman	0.1391	0.0382	6	1	3	6	489	13.2366	2013.1667	81.5	2.2061
12745	craig lockwood	0.3942	-0.5139	19	3	5	6	96	7.1369	2016.8333	16	1.1895
12754	craig r ramsay	-0.3349	0.2134	17	4	10	6	184	7.3088	2014.5	30.6667	1.2181
12926	cynthia d mulrow	-0.1957	0.0326	4	14	22	6	25218	214.6903	2007.1667	4203	35.7817
12949	cynthia maxwell	0.8826	0.6493	7	19	55	7	166	3.9446	2014.1429	23.7143	0.5635
13065	d jullien	0.1349	-0.7708	25	8	37	5	198	3.5711	2012	39.6	0.7142
13332	dan farine	0.9927	0.8026	7	29	105	8	267	5.224	2011.625	33.375	0.653
13530	daniel j niven	0.2361	0.0505	9	7	13	6	138	9.8992	2016.8333	23	1.6499
13745	daniela vianna pachito	-0.4026	-0.4932	16	11	29	6	38	10.3021	2019	6.3333	1.717
13747	daniela ziegler	0.0196	-0.0625	13	1	2	6	41	3.6153	2016.8333	6.8333	0.6025
13948	darren de sa	-0.1705	-0.6142	4	6	13	9	64	12.7104	2018.6667	7.1111	1.4123
14053	david b matchar	0.1093	0.1818	6	6	7	6	232	2.7626	2008.5	38.6667	0.4604
14083	david budgen	-1.4137	-0.1237	12	8	66	22	3639	38.6389	2009.2727	165.4091	1.7563
14113	david chitayat	0.7269	0.6253	21	14	49	5	202	6.0608	2014	40.4	1.2122
14198	david goldberg	-0.4661	0.1273	1	1	3	5	484	8.4916	2009.6	96.8	1.6983
14376	david mcdaid	-0.3021	0.2741	3	3	4	5	346	4.8875	2007	69.2	0.9775
14385	david moher	-0.0791	0.1737	3	68	141	41	25239	250.6485	2013.6829	615.5854	6.1134
14449	david r jones	-0.4956	-0.1507	1	4	10	5	311	3.9295	2006	62.2	0.7859
14475	david rittenberg	1.0898	0.3102	22	16	98	9	188	4.5251	2011.7778	20.8889	0.5028
14647	dawid pieper	0.4143	-0.392	19	4	4	9	55	5.0411	2018.4444	6.1111	0.5601
14705	dean fergusson	-0.3829	0.299	17	21	34	20	553	18.281	2013.75	27.65	0.914
14711	dean leduc	0.9887	0.67	7	20	62	6	389	1.898	2009	64.8333	0.3163
14806	deborah j cook	-0.1159	-0.1098	4	14	17	12	3337	39.5512	2003.0833	278.0833	3.2959
14820	deborah m caldwell	-0.3555	0.094	1	15	16	7	137	4.0337	2015.4286	19.5714	0.5762
14829	deborah money	0.974	0.9488	7	22	66	8	354	7.8256	2013.375	44.25	0.9782
14891	declan devane	-0.5862	-0.0719	1	4	6	6	101	3.5042	2015.5	16.8333	0.584
15156	desiree van der heijde	0.0053	-0.2498	2	3	4	5	49	1.5139	2014	9.8	0.3028
15309	diana papaioannou	-0.7033	0.2627	10	12	18	6	350	3.8861	2010.1667	58.3333	0.6477
15351	diane l lorenzetti	0.267	0.1454	9	4	5	6	141	4.4748	2014.6667	23.5	0.7458
15372	dianna wolfe	-0.1675	0.2916	3	11	31	8	45	6.3278	2018.375	5.625	0.791
15533	dina brooks	0.2378	-0.3592	2	3	3	5	39	1.1816	2012	7.8	0.2363
15809	donald l patrick	-0.0369	-0.2534	2	12	17	6	512	32.0767	2014.6667	85.3333	5.3461
15891	donna ciliska	0.0914	-0.1127	2	2	7	8	1737	24.5686	2006.625	217.125	3.0711
15972	doris howell	-0.3527	-0.0833	4	1	1	5	390	12.0994	2015	78	2.4199
16034	douglas c mccrory	0.1223	0.1744	6	1	2	5	492	6.1196	2006.8	98.4	1.2239
16042	douglas g altman	-0.3063	0.0466	1	31	47	18	24958	229.2794	2010.2778	1386.5556	12.7377
16122	duncan chambers	-0.7129	0.1196	10	11	32	11	219	13.1059	2016.7273	19.9091	1.1914
16154	dustin costescu	1.4942	0.3765	15	15	88	7	90	3.76	2015.7143	12.8571	0.5371
16167	dwayne van eerd	0.2261	-0.3095	2	1	4	5	406	7.7537	2011.2	81.2	1.5507
16426	eddy lang	0.1733	0.1161	9	11	12	8	132	5.8449	2018.25	16.5	0.7306
16461	edith guilbert	1.4694	0.3383	15	15	88	7	90	3.76	2015.7143	12.8571	0.5371
16467	edith motschall	-0.6678	-0.4599	26	6	14	9	306	5.948	2014.2222	34	0.6609
16511	eduard vieta	-0.0356	0.4196	18	8	10	8	359	16.2205	2015.375	44.875	2.0276
16604	edward meinert	-0.5214	0.7557	8	4	15	11	21	9.7522	2019.6364	1.9091	0.8866
16639	edzard ernst	-0.9476	-0.5376	11	2	10	18	1312	15.1753	2005.7222	72.8889	0.8431
16956	eliana castillo	0.9595	0.9135	7	22	66	8	247	5.4102	2013.875	30.875	0.6763
16978	elie a akl	-0.1031	-0.1622	4	16	25	14	981	29.8184	2016.2857	70.0714	2.1299
17084	elise berliner	0.1353	0.2426	6	15	30	5	135	3.9825	2015	27	0.7965
17085	elise cogo	-0.141	0.1738	3	14	25	5	1175	31.5203	2012	235	6.3041
17172	elizabeth goyder	-0.7799	0.1719	10	11	41	13	321	15.809	2015.5385	24.6923	1.2161
17237	elizabeth murray	-0.3953	0.0522	1	6	16	10	835	26.3512	2013.9	83.5	2.6351
17523	emilia mendes	-1.6766	-0.1739	12	7	23	11	132	9.1955	2015.5455	12	0.836
17701	emma irvin	0.2109	-0.3212	2	8	13	11	1450	16.5047	2011.1818	131.8182	1.5004
17950	eric l hurwitz	0.5814	-0.2526	20	11	89	9	488	5.8232	2009.6667	54.2222	0.647
18008	erica ferreira de souza	-1.743	-0.1661	12	3	11	5	10	0.566	2018.8	2	0.1132
18068	erik von elm	-0.6514	-0.4926	26	6	13	6	781	11.9702	2013.5	130.1667	1.995
18309	estibaliz loza	0.1512	-0.4573	2	3	12	14	62	2.1905	2014.7857	4.4286	0.1565
18322	ethan m balk	0.0899	0.3373	6	12	27	11	463	17.1749	2013	42.0909	1.5614
18331	etienne v langlois	0.0063	-0.0511	13	9	11	6	65	4.46	2016.8333	10.8333	0.7433
18351	eugene j carragee	0.5784	-0.2969	20	11	88	9	475	5.2271	2009.8889	52.7778	0.5808
18459	eva rehfuess	-0.0881	-0.1263	2	6	6	7	358	14.6907	2016.5714	51.1429	2.0987
18511	evangelos evangelou	-0.039	0.4663	18	7	9	6	523	26.9301	2015.8333	87.1667	4.4884
18553	evelyn p whitlock	0.1136	0.2158	6	13	25	8	649	7.7798	2012.375	81.125	0.9725
19006	fanrong liang	-1.0027	-0.8059	11	5	19	6	13	1.7312	2019.5	2.1667	0.2885
19038	farhad shokraneh	-0.4431	0.3189	10	1	3	5	67	6.1816	2017.2	13.4	1.2363
19442	ferran catalalopez	-0.1491	0.2202	3	14	21	6	355	14.0697	2015.6667	59.1667	2.345
19491	filippo migliorini	0.5086	-0.5594	19	3	3	5	55	10.8668	2019.2	11	2.1734
19514	fiona campbell	-0.7104	0.2148	10	9	15	8	154	7.1951	2017.125	19.25	0.8994
19515	fiona clement	0.2734	0.1278	9	4	6	5	80	9.9938	2017.8	16	1.9988
19561	fiona stevenson	-0.422	0.0697	1	2	9	5	490	17.9625	2015.2	98	3.5925
19659	florian froehlich	-1.261	1.2083	23	9	52	6	201	1.6669	2009	33.5	0.2778
19710	forough farrokhyar	-0.2014	-0.5731	4	4	7	5	91	2.9806	2016	18.2	0.5961
19747	frances s mair	-0.3152	-0.0835	4	4	8	6	291	6.6618	2014.5	48.5	1.1103
19862	francesco greco	1.0147	-0.9489	5	12	16	5	60	11.9297	2018.2	12	2.3859
19869	francesco montorsi	0.9481	-1.0536	5	19	44	11	1798	34.4508	2014.5455	163.4545	3.1319
19886	francesco porpiglia	1.0534	-1.0213	5	14	23	11	534	28.7961	2017.3636	48.5455	2.6178
20022	francois aubin	0.1179	-0.7491	25	8	37	5	198	3.5711	2012	39.6	0.7142
20023	francois audibert	0.7411	0.6723	21	17	105	12	502	13.4917	2013.5	41.8333	1.1243
