id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Documents>	weight<Citations>	weight<Norm. citations>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
53371	robin christensen	-0.0754	-0.2731	2	14	27	9	124	7.7508	2016.2222	13.7778	0.8612
53377	robin featherstone	0.1639	0.1503	9	14	36	14	183	10.9082	2017.2143	13.0714	0.7792
53467	rod s taylor	-0.4869	0.0566	1	3	4	7	657	12.8411	2013.7143	93.8571	1.8344
53562	roger c m ho	-0.4205	0.6411	8	2	4	5	101	5.2174	2016.2	20.2	1.0435
53565	roger chou	0.1126	-0.0453	6	13	15	8	265	6.3114	2014.5	33.125	0.7889
53862	rosa lau	-0.4075	0.0819	1	3	12	6	587	21.9701	2015.3333	97.8333	3.6617
53925	rose galvin	-0.1119	0.403	3	2	2	6	99	2.9316	2016.8333	16.5	0.4886
53943	rosella saulle	-0.4715	-0.2775	29	4	9	5	83	4.4542	2017.6	16.6	0.8908
53957	rosemary martino	0.2387	-0.3441	2	3	3	5	52	2.6348	2016.2	10.4	0.527
54130	rudolf w poolman	-0.2106	-0.3645	4	3	3	5	118	4.2042	2014.8	23.6	0.8408
54300	ruth martinmisener	0.1003	-0.1575	2	2	3	6	151	3.2937	2015.6667	25.1667	0.5489
54324	ruth wong	-0.6883	0.2332	10	11	25	10	488	11.7584	2014.3	48.8	1.1758
54438	s aractingi	0.1012	-0.7787	25	8	37	5	198	3.5711	2012	39.6	0.7142
54755	s schussele filliettaz	-1.2584	1.1706	23	9	52	6	201	1.6669	2009	33.5	0.2778
54857	sabine maguire	-0.4383	0.4675	8	2	16	10	779	13.1311	2011.9	77.9	1.3131
54963	sagar v parikh	0.6376	0.3246	9	5	33	8	1444	19.1105	2010	180.5	2.3888
55058	sally c morton	0.0283	0.2841	6	3	10	5	499	10.1135	2011.8	99.8	2.0227
55069	sally hopewell	-0.5777	0.0874	1	2	4	5	462	4.9359	2009.2	92.4	0.9872
55102	salmaan kanji	-0.2015	0.2969	3	11	32	7	40	7.7142	2018.2857	5.7143	1.102
55283	samir k saha	0.8824	-0.08	14	16	91	7	439	24.0932	2016.8571	62.7143	3.4419
55365	samuel wiebe	0.3885	0.1972	9	4	8	5	78	3.5388	2016	15.6	0.7078
55634	santiago munozfernandez	0.142	-0.4801	2	4	22	12	156	4.6275	2014.1667	13	0.3856
55809	sarah bonato	0.6349	0.4052	9	2	2	5	179	10.6973	2017.2	35.8	2.1395
56026	sari kives	1.4346	0.4609	15	16	88	8	98	3.9776	2015.875	12.25	0.4972
56127	savas menticoglou	0.9817	0.726	7	31	130	10	504	11.0921	2011.5	50.4	1.1092
56169	scott a farrell	0.5592	0.132	13	6	19	7	206	3.7402	2010.5714	29.4286	0.5343
56180	scott b patten	0.5384	0.2809	9	9	31	13	1276	12.0083	2012.3077	98.1538	0.9237
56205	scott haldeman	0.6238	-0.3111	20	11	90	10	489	6.4313	2010.7	48.9	0.6431
56612	shabir a madhi	0.8715	-0.0429	14	16	92	8	511	25.0251	2016	63.875	3.1281
56674	shahrokh f shariat	0.8898	-1.0363	5	11	29	17	645	30.3513	2016.9412	37.9412	1.7854
56690	shailendra verma	0.4672	-0.0518	13	2	3	5	294	3.7147	2009.2	58.8	0.7429
56702	shakila thangaratinam	-0.5386	-0.1311	1	8	11	6	95	6.5315	2016.1667	15.8333	1.0886
56788	shannon kelly	-0.0334	0.0256	3	6	14	5	53	3.5133	2018	10.6	0.7027
56882	sharon e straus	0.0884	0.0836	3	30	82	29	1611	40.6537	2014.931	55.5517	1.4019
57020	sheila dunn	1.2907	0.3587	15	28	180	15	253	7.5016	2013.4	16.8667	0.5001
57036	sheila sprague	-0.1555	-0.4905	4	4	10	6	71	2.8187	2015.8333	11.8333	0.4698
57039	sheilah hoggjohnson	0.4706	-0.2684	20	14	90	9	647	6.0537	2008.6667	71.8889	0.6726
57237	shireen mansouri	1.4663	0.4321	15	15	74	5	76	2.823	2015.2	15.2	0.5646
57501	sidney h kennedy	0.6236	0.3577	9	6	34	11	1486	20.4956	2011.4545	135.0909	1.8632
57554	silvano mior	0.6584	-0.3876	20	1	1	5	116	1.2365	2009	23.2	0.2473
57589	silvia minozzi	-0.4656	-0.3009	29	4	9	7	95	5.327	2016	13.5714	0.761
57648	simon briscoe	-0.5763	0.3486	8	8	13	13	149	10.4641	2017	11.4615	0.8049
57690	simon gilbody	-0.3494	-0.0372	1	6	6	5	277	7.5338	2010.8	55.4	1.5068
57860	sinead langan	-0.0158	0.6747	18	2	2	5	222	10.6247	2016.6	44.4	2.1249
58138	sonia johnson	-0.4097	-0.0562	1	2	2	5	92	3.8371	2015.4	18.4	0.7674
58181	sony sierra	1.0956	0.6328	27	20	51	7	500	9.9253	2012.2857	71.4286	1.4179
58248	sophie grigoriadis	0.6732	0.3589	9	6	15	5	715	13.5599	2011.6	143	2.712
58525	stefan k lhachimi	-0.1017	0.2077	6	5	7	5	81	3.1348	2016.6	16.2	0.627
58649	stefano negrini	-0.4809	-0.3123	29	1	1	5	34	17.3716	2018.8	6.8	3.4743
58794	stephanie j schrag	0.9397	-0.017	14	16	91	7	439	24.0932	2016.8571	62.7143	3.4419
58854	stephanie taylor	-0.611	0.578	8	4	8	6	365	15.5415	2015.8333	60.8333	2.5903
58965	stephen linkman	-1.3453	-0.1364	12	7	29	6	1824	17.3151	2008.5	304	2.8858
58977	stephen mason	-0.3516	-0.6481	31	3	10	6	27	10.8137	2019.6667	4.5	1.8023
59104	steven duffy	-0.4147	0.2121	1	8	8	5	92	3.9281	2013.6	18.4	0.7856
59253	stuart charters	-1.4002	-0.1807	12	5	20	5	70	0.7007	2007.4	14	0.1401
59285	su golder	-0.4244	-0.12	1	7	13	9	700	12.9129	2012	77.7778	1.4348
59353	sue jowett	-0.5304	0.0583	1	6	11	7	1168	13.6028	2007.4286	166.8571	1.9433
59418	sukhbir s singh	1.0754	0.3503	22	17	107	12	205	6.7146	2013.5	17.0833	0.5595
59516	sunita vohra	-0.0371	0.3298	6	1	1	5	36	0.921	2013.2	7.2	0.1842
59589	susan baxter	-0.8034	0.1874	10	10	34	9	193	11.0033	2016	21.4444	1.2226
59674	susan l norris	-0.1652	0.0366	3	8	12	7	120	9.8963	2016.5714	17.1429	1.4138
59703	susan michie	-0.3898	0.0991	1	5	7	8	676	15.7426	2016	84.5	1.9678
59803	susanne hempel	0.0676	0.2046	6	15	23	13	317	11.1201	2015.9231	24.3846	0.8554
60011	sydne newberry	0.0583	0.1768	6	19	29	7	210	5.4759	2014	30	0.7823
60013	sydney m dy	-0.0589	0.0434	4	4	5	6	268	4.8319	2012.5	44.6667	0.8053
60069	sylvie langlois	0.6853	0.7363	21	16	83	8	427	10.1512	2012.25	53.375	1.2689
60396	tamara pringsheim	0.3518	0.1697	9	5	7	5	316	9.0622	2015	63.2	1.8124
60414	tammy clifford	0.0008	0.0118	3	10	14	5	454	9.919	2017.2	90.8	1.9838
60478	tanja stamm	0.0306	-0.2126	2	2	2	6	35	3.2342	2018.5	5.8333	0.539
60484	tannys d r vause	1.1399	0.6191	27	8	40	7	429	8.2096	2012.8571	61.2857	1.1728
60497	tanya horsley	-0.0812	0.2996	3	16	21	5	263	4.1812	2010.6	52.6	0.8362
60615	tasha r stanton	0.2129	-0.2117	2	2	2	5	400	9.2058	2012.4	80	1.8412
60626	tatiana coboibanez	0.1577	-0.5096	2	2	9	7	137	3.9921	2014.5714	19.5714	0.5703
60780	teresa m petrella	0.4815	-0.0585	13	2	4	7	259	11.4007	2015.2857	37	1.6287
60841	terry p klassen	0.3427	0.2571	9	3	5	6	117	2.0058	2009.3333	19.5	0.3343
60911	thanos athanasiou	-0.7012	0.8164	8	4	6	5	340	5.0356	2009.6	68	1.0071
61069	thomas a trikalinos	0.1005	0.3115	6	16	40	15	561	11.8377	2013.4667	37.4	0.7892
61077	thomas b lam	0.7874	-0.8996	5	7	18	7	2309	41.2653	2016.4286	329.8571	5.895
61285	thomas r fanshawe	-0.55	0.2325	10	2	2	5	37	1.9869	2017.6	7.4	0.3974
61308	thomas seisen	0.856	-1.024	5	5	11	5	213	9.4263	2016.4	42.6	1.8853
61413	tien le	0.4293	0.0715	13	5	13	6	111	2.2736	2013.5	18.5	0.3789
61559	timothy g wilson	0.9743	-1.1222	5	11	28	5	1378	25.1544	2013.8	275.6	5.0309
61580	timothy j wilt	0.1776	0.0631	6	14	16	7	265	4.4829	2011.7143	37.8571	0.6404
61609	timothy s carey	0.1887	0.3228	6	1	2	5	150	2.3485	2007.2	30	0.4697
61778	tom baranowski	-0.6509	-0.2119	1	1	1	7	100	3.3589	2015.1429	14.2857	0.4798
62029	tracy merlin	0.3952	-0.529	19	1	1	6	330	4.4094	2012	55	0.7349
62032	tracy pressey	0.9059	0.8185	7	30	109	7	309	5.5101	2010.4286	44.1429	0.7872
62064	trevor a sheldon	-0.4499	-0.1137	1	7	11	6	285	4.6117	2006.1667	47.5	0.7686
62119	trish greenhalgh	-0.5986	0.5312	8	5	8	6	410	10.8604	2013.6667	68.3333	1.8101
62124	trisha greenhalgh	-0.6003	0.5559	8	3	3	7	1322	27.7437	2012.2857	188.8571	3.9634
62299	ulf ekelund	0.1307	-0.0475	6	1	1	5	186	11.0382	2018	37.2	2.2076
62388	umile giuseppe longo	0.5278	-0.5616	19	3	10	6	169	6.3215	2015	28.1667	1.0536
62633	valerie desilets	0.7239	0.7535	21	14	39	6	135	2.2364	2013	22.5	0.3727
62654	valerie pittet	-1.2137	1.2078	23	9	52	6	201	1.6669	2009	33.5	0.2778
62898	vera nincic	0.0235	0.1165	3	13	32	6	90	8.1679	2018.1667	15	1.3613
63050	victor m lu	-0.6917	-0.1073	24	5	14	12	132	17.0023	2018.9167	11	1.4169
63052	victor m montori	-0.2242	-0.1772	4	19	33	12	1644	29.1898	2009.1667	137	2.4325
63099	victoria m allen	0.8965	0.9075	7	19	55	8	325	7.1108	2013.125	40.625	0.8888
63146	vikas khanduja	-0.2115	-0.6323	4	1	1	6	64	4.5771	2018.3333	10.6667	0.7628
63156	vikram narayan	-0.2368	-0.4447	4	3	9	5	49	3.0517	2017	9.8	0.6103
63245	vincenzo denaro	0.5276	-0.5437	19	3	11	8	180	7.2641	2015.625	22.5	0.908
63250	vincenzo ficarra	1.0205	-1.0702	5	15	42	9	1847	42.0506	2015.3333	205.2222	4.6723
63295	violaine marcoux	1.0395	0.3225	22	16	68	6	151	4.0462	2012.6667	25.1667	0.6744
63309	vipul r patel	0.996	-1.0673	5	11	27	8	1328	23.9338	2016.125	166	2.9917
63431	vivian welch	-0.0739	0.0211	3	17	24	9	2097	41.2002	2013.7778	233	4.5778
63501	vsevolod matveev	0.7282	-0.6463	30	4	22	6	6788	98.7782	2009.8333	1131.3333	16.463
63505	vyta senikas	0.8968	0.4483	7	66	167	25	1158	17.5993	2011.48	46.32	0.704
63673	walter artibani	0.9387	-1.0825	5	11	23	6	1325	22.1516	2011	220.8333	3.6919
63773	wasifa zarin	-0.0138	0.1112	3	14	35	6	155	9.4206	2017.3333	25.8333	1.5701
63984	wendy v norman	1.5425	0.4178	15	15	87	6	82	3.0719	2015.3333	13.6667	0.512
63987	wendy wolfman	1.0537	0.3826	22	17	106	13	241	6.6777	2013.0769	18.5385	0.5137
64055	werner vach	-0.6879	-0.4687	26	1	3	5	253	5.17	2014.4	50.6	1.034
64088	wichor m bramer	-0.3886	0.1706	1	1	3	10	367	28.55	2017.3	36.7	2.855
64223	william hollingworth	-0.4191	0.1457	1	7	8	5	70	1.0481	2012.8	14	0.2096
64245	william l baker	0.131	0.0489	6	5	7	5	261	8.4473	2012.2	52.2	1.6895
64256	william mundle	0.8678	0.788	7	41	141	11	593	14.0685	2011.8182	53.9091	1.279
64339	wilson w s tam	-0.4135	0.6538	8	1	1	5	70	2.1496	2016.8	14	0.4299
64503	xavier bonfill	-0.2805	-0.264	4	5	9	7	22	0.8885	2017.1429	3.1429	0.1269
64686	xiaomei yao	0.4434	-0.065	13	5	5	5	91	2.3639	2014.6	18.2	0.4728
65102	yan zhang	-0.91	-0.6534	11	3	3	6	48	6.0859	2017	8	1.0143
65218	yaolong chen	-0.8639	-0.4433	11	9	13	7	163	11.529	2017.5714	23.2857	1.647
65336	yemisi takwoingi	-0.2201	0.0084	1	4	8	5	52	1.3501	2014.8	10.4	0.27
65340	yenfu chen	-0.5132	-0.0047	1	6	8	7	505	8.9515	2014.7143	72.1429	1.2788
65454	ying li	-0.9391	-0.7151	11	2	5	7	152	4.9541	2018	21.7143	0.7077
65461	ying pin toh	-0.3679	-0.6678	31	2	9	5	55	10.7441	2019	11	2.1488
65616	yonggang zhang	-0.8236	-0.0945	12	3	3	5	50	19.3063	2018.4	10	3.8613
65653	yoon k loke	-0.4787	-0.1903	1	7	11	9	1048	14.956	2012.1111	116.4444	1.6618
65746	yu liu	-0.8476	-0.5781	11	2	2	5	88	5.2218	2018.6	17.6	1.0444
65775	yuan zhang	-0.1699	-0.2326	4	4	4	8	109	5.1092	2017.75	13.625	0.6387
65845	yuhong yuan	0.7575	-0.9247	5	3	8	8	284	17.3465	2014.5	35.5	2.1683
65865	yuka ujita	-0.4242	-0.4351	16	13	53	10	157	26.9013	2018.9	15.7	2.6901
66093	zachary munn	0.3913	-0.4814	19	5	11	10	601	57.1662	2018.4	60.1	5.7166
66161	zainab samaan	-0.0393	-0.559	28	5	17	7	58	4.8064	2017.1429	8.2857	0.6866
66181	zarko alfirevic	-0.2502	0.0206	1	3	8	5	79	2.468	2015	15.8	0.4936
66293	zhen wang	-0.1933	-0.0585	4	9	13	9	403	14.396	2017	44.7778	1.5996
66474	zihan yin	-0.9743	-0.8166	11	5	19	5	2	0.785	2019.8	0.4	0.157
66588	zulfiqar a bhutta	0.6409	0.0129	14	11	11	9	624	25.0038	2015.5556	69.3333	2.7782
